StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,CodingScore,CommunicationScore
5000,8.1,0,2,1,88,4.8,No,Yes,62,81,Placed,52,59
5001,7.9,0,2,2,85,4.8,Yes,Yes,75,83,NotPlaced,58,64
5002,7.7,2,3,2,89,4.5,No,Yes,74,85,NotPlaced,58,64
5003,7.5,0,3,2,83,4.4,Yes,Yes,78,88,Placed,38,48
5004,8.2,1,3,0,82,4.1,Yes,Yes,85,86,NotPlaced,60,66
5005,8.6,1,2,1,73,4.7,Yes,Yes,76,66,NotPlaced,75,78
5006,6.7,1,1,1,77,3.4,No,Yes,59,72,NotPlaced,45,54
5007,7.6,0,1,1,80,4.6,No,No,55,64,NotPlaced,80,82
5008,6.5,0,3,0,88,4.8,Yes,Yes,85,84,Placed,72,75
5009,8.2,2,3,2,90,4.8,Yes,No,77,83,Placed,53,61
5010,7.7,2,1,2,79,4.6,Yes,Yes,57,80,Placed,62,68
5011,7.5,1,2,1,83,4.0,No,Yes,67,71,NotPlaced,88,89
5012,6.5,0,1,1,60,3.7,No,No,61,68,NotPlaced,76,78
5013,7.4,2,2,0,66,4.2,Yes,No,69,69,NotPlaced,65,70
5014,8.2,1,1,0,71,3.6,Yes,Yes,55,65,NotPlaced,61,67
5015,6.5,0,1,1,66,4.4,No,No,69,67,NotPlaced,66,70
5016,6.5,1,1,1,71,3.7,No,Yes,67,64,NotPlaced,57,63
5017,8.7,2,3,2,77,4.8,Yes,No,89,87,Placed,33,44
5018,7.6,1,1,0,75,4.0,No,No,55,57,NotPlaced,95,94
5019,8.2,1,1,0,86,4.6,No,Yes,79,61,NotPlaced,67,71
5020,8.1,2,2,2,85,4.5,No,Yes,71,83,NotPlaced,70,74
5021,8.1,0,3,0,77,3.9,Yes,No,69,65,NotPlaced,64,69
5022,8.4,2,3,2,90,4.8,Yes,Yes,85,81,Placed,53,61
5023,8.3,1,3,2,86,4.8,Yes,Yes,80,84,Placed,62,67
5024,7.5,0,1,2,81,4.1,Yes,Yes,84,81,NotPlaced,41,50
5025,6.6,1,1,1,77,4.0,No,No,57,66,NotPlaced,99,97
5026,8.3,1,2,2,90,4.8,Yes,Yes,78,85,Placed,46,55
5027,8.3,2,3,2,89,4.8,Yes,Yes,83,82,Placed,49,57
5028,8.1,1,1,1,74,4.5,No,No,70,62,NotPlaced,58,64
5029,8.3,1,3,1,83,4.8,Yes,No,65,80,NotPlaced,84,85
5030,6.5,0,1,1,87,4.8,No,No,55,72,NotPlaced,65,70
5031,6.8,1,1,1,61,3.5,No,No,66,72,NotPlaced,46,55
5032,8.0,1,3,0,80,4.7,No,Yes,68,83,Placed,83,85
5033,8.2,2,3,2,90,4.8,Yes,Yes,75,85,Placed,75,78
5034,7.7,0,2,0,88,4.8,Yes,No,77,81,NotPlaced,73,76
5035,7.6,1,1,1,81,4.0,No,Yes,65,65,NotPlaced,75,78
5036,7.5,1,1,0,60,3.9,No,No,55,69,NotPlaced,100,98
5037,8.4,2,3,2,90,4.8,Yes,Yes,76,86,Placed,97,96
5038,7.8,1,2,1,81,3.7,No,Yes,55,83,NotPlaced,54,61
5039,8.4,0,3,2,84,4.5,Yes,No,85,84,Placed,89,89
5040,7.5,1,3,1,83,4.4,Yes,Yes,77,87,Placed,70,74
5041,8.3,2,2,0,79,4.5,Yes,Yes,82,66,Placed,72,75
5042,6.5,2,1,2,79,4.4,No,No,55,66,NotPlaced,39,49
5043,8.2,1,3,2,89,4.3,Yes,No,84,82,Placed,62,67
5044,6.5,1,2,1,78,4.1,No,No,78,63,NotPlaced,52,60
5045,6.5,1,1,1,79,4.6,Yes,Yes,56,68,NotPlaced,77,79
5046,8.3,1,3,0,77,4.8,Yes,Yes,74,57,NotPlaced,81,82
5047,8.2,2,3,3,90,4.8,Yes,Yes,69,88,NotPlaced,33,45
5048,6.6,1,1,1,68,3.3,Yes,No,60,62,NotPlaced,64,69
5049,8.3,1,2,3,85,4.6,Yes,Yes,69,86,Placed,81,83
5050,8.0,1,1,1,83,4.2,Yes,Yes,78,79,NotPlaced,62,67
5051,6.6,1,2,0,87,4.6,No,Yes,80,71,NotPlaced,75,78
5052,8.1,2,3,2,90,4.7,Yes,Yes,86,81,Placed,70,74
5053,8.5,2,2,2,88,4.8,Yes,Yes,76,86,Placed,70,74
5054,7.5,1,1,0,75,3.9,No,Yes,55,64,NotPlaced,60,66
5055,6.5,0,1,0,71,3.7,No,Yes,71,65,NotPlaced,46,55
5056,7.6,2,3,2,90,4.5,Yes,Yes,75,83,Placed,48,56
5057,8.6,0,3,2,81,3.9,Yes,Yes,82,71,Placed,75,78
5058,6.8,1,1,0,76,4.0,No,No,60,58,NotPlaced,65,70
5059,8.0,1,3,2,81,4.0,Yes,Yes,81,86,Placed,62,68
5060,7.7,1,1,0,71,4.3,No,Yes,55,66,NotPlaced,58,64
5061,7.5,0,1,1,60,4.2,No,No,59,74,NotPlaced,60,66
5062,6.9,1,2,0,66,4.4,Yes,Yes,57,84,Placed,80,82
5063,8.3,2,3,2,90,4.8,Yes,Yes,84,86,Placed,59,65
5064,7.6,1,1,1,82,4.3,No,No,62,60,Placed,44,53
5065,6.5,2,1,1,72,4.4,No,Yes,55,66,NotPlaced,76,78
5066,6.6,1,2,0,79,4.4,No,Yes,66,68,NotPlaced,61,67
5067,6.8,0,1,1,64,3.8,No,No,55,71,NotPlaced,65,70
5068,8.6,1,3,2,90,4.6,Yes,Yes,85,81,Placed,89,89
5069,8.1,2,3,0,90,4.6,Yes,Yes,80,81,Placed,64,69
5070,8.2,2,3,2,84,4.8,Yes,Yes,71,83,Placed,69,73
5071,8.7,1,1,0,75,4.4,Yes,No,71,57,NotPlaced,47,55
5072,7.3,1,3,1,71,3.8,Yes,Yes,79,81,NotPlaced,61,67
5073,7.4,1,1,1,82,4.1,No,No,60,65,NotPlaced,74,77
5074,7.6,1,2,1,84,4.7,No,No,69,72,NotPlaced,41,51
5075,6.5,1,2,0,87,4.3,No,No,63,68,NotPlaced,68,72
5076,8.5,2,3,2,77,4.5,Yes,Yes,81,85,Placed,66,71
5077,7.5,0,2,1,72,4.5,Yes,No,67,64,NotPlaced,65,70
5078,7.3,1,1,0,65,3.9,No,No,69,67,NotPlaced,80,82
5079,6.5,1,1,1,64,4.4,Yes,No,57,61,NotPlaced,70,74
5080,8.4,2,3,2,90,4.8,Yes,Yes,80,85,Placed,87,87
5081,8.0,2,3,2,90,4.7,Yes,Yes,77,70,NotPlaced,50,58
5082,8.0,2,3,2,90,4.8,Yes,Yes,76,88,Placed,67,71
5083,8.3,2,1,2,81,4.8,Yes,No,89,83,NotPlaced,66,71
5084,7.0,0,1,0,75,3.8,Yes,No,59,72,NotPlaced,48,57
5085,8.3,2,3,2,89,3.9,Yes,Yes,78,88,NotPlaced,79,81
5086,7.7,1,0,0,65,3.9,Yes,No,55,71,NotPlaced,99,97
5087,7.9,0,1,1,74,3.9,Yes,Yes,79,62,NotPlaced,64,69
5088,8.6,1,3,0,90,4.8,Yes,Yes,86,80,Placed,72,76
5089,7.8,1,3,1,77,3.6,No,Yes,55,64,NotPlaced,66,71
5090,7.4,1,1,1,61,4.1,No,Yes,55,69,NotPlaced,54,61
5091,7.4,1,1,0,64,4.2,Yes,Yes,61,70,NotPlaced,37,48
5092,8.4,1,3,2,90,4.3,Yes,Yes,84,80,Placed,54,61
5093,7.4,1,1,1,77,4.1,Yes,Yes,73,74,NotPlaced,44,53
5094,8.3,2,3,1,88,3.8,Yes,Yes,58,87,Placed,90,90
5095,6.5,0,1,0,64,3.9,No,Yes,58,68,NotPlaced,63,68
5096,7.7,0,1,0,79,4.0,No,Yes,59,59,NotPlaced,59,65
5097,8.4,2,3,2,90,4.7,Yes,Yes,79,87,Placed,78,80
5098,8.3,0,1,0,73,3.8,Yes,Yes,72,80,NotPlaced,48,56
5099,6.5,0,1,1,69,3.9,No,No,55,75,NotPlaced,53,60
5100,8.4,1,3,0,90,4.7,Yes,Yes,74,83,Placed,66,70
5101,6.6,1,1,1,60,3.9,No,Yes,56,58,NotPlaced,80,82
5102,8.4,2,2,2,85,4.8,Yes,No,72,82,NotPlaced,72,76
5103,8.7,0,3,2,88,4.7,Yes,Yes,85,82,Placed,68,72
5104,8.3,1,3,2,90,4.7,Yes,Yes,86,86,Placed,66,70
5105,6.6,1,1,1,87,4.7,No,Yes,55,69,NotPlaced,71,74
5106,6.7,2,3,2,82,4.8,Yes,No,84,82,Placed,68,72
5107,8.4,2,3,2,90,4.7,Yes,Yes,80,88,Placed,49,57
5108,7.7,1,3,2,90,4.7,Yes,Yes,82,73,Placed,65,70
5109,7.6,1,1,0,67,3.8,No,No,55,64,NotPlaced,48,57
5110,7.8,1,2,0,80,4.7,Yes,Yes,55,66,NotPlaced,66,70
5111,8.1,1,3,2,90,4.8,Yes,Yes,79,84,Placed,57,64
5112,6.5,1,1,0,72,3.8,No,No,55,68,NotPlaced,100,100
5113,7.2,0,2,1,78,4.4,No,Yes,79,61,NotPlaced,64,69
5114,6.6,1,3,0,77,3.7,No,Yes,55,65,NotPlaced,43,53
5115,7.5,1,3,2,78,4.7,Yes,Yes,79,81,NotPlaced,62,68
5116,7.6,1,1,1,75,3.6,No,Yes,65,66,NotPlaced,72,76
5117,8.6,0,3,2,90,4.8,Yes,Yes,75,86,Placed,90,90
5118,6.8,0,1,0,73,4.5,No,No,59,60,NotPlaced,56,62
5119,7.4,2,1,0,78,3.6,No,No,55,70,NotPlaced,41,51
5120,7.9,1,3,2,89,4.6,Yes,Yes,83,86,Placed,77,79
5121,8.0,1,3,2,81,4.8,Yes,No,64,85,NotPlaced,44,53
5122,8.3,2,2,2,90,4.8,Yes,Yes,71,83,Placed,58,64
5123,7.8,0,2,0,79,4.5,Yes,No,80,81,NotPlaced,61,66
5124,7.8,1,1,2,75,4.1,No,Yes,55,82,NotPlaced,63,69
5125,7.7,0,1,0,65,4.6,No,No,58,59,NotPlaced,75,78
5126,7.6,1,2,0,77,4.0,No,Yes,64,65,NotPlaced,54,61
5127,8.0,1,1,0,69,3.6,No,No,55,62,NotPlaced,60,66
5128,6.6,0,1,0,77,3.7,No,No,61,60,NotPlaced,64,69
5129,7.7,1,1,0,74,4.1,Yes,Yes,73,63,NotPlaced,67,71
5130,6.7,1,1,1,76,3.9,No,No,62,65,NotPlaced,66,71
5131,7.7,0,1,0,73,4.3,Yes,No,55,57,Placed,71,75
5132,8.0,1,1,0,82,4.5,Yes,Yes,73,66,NotPlaced,77,80
5133,6.6,0,1,1,68,4.1,No,Yes,55,66,NotPlaced,70,74
5134,7.5,1,1,0,68,4.3,No,Yes,55,68,NotPlaced,71,75
5135,8.0,2,3,2,90,4.4,Yes,Yes,80,88,Placed,41,51
5136,7.5,1,3,1,81,4.6,Yes,Yes,72,80,NotPlaced,65,70
5137,6.5,0,1,0,88,4.3,Yes,Yes,76,88,Placed,72,75
5138,7.4,2,1,1,78,4.3,No,No,55,68,NotPlaced,75,78
5139,8.4,1,3,0,90,4.5,Yes,Yes,59,82,Placed,54,61
5140,7.5,1,1,0,72,4.1,No,No,55,72,NotPlaced,55,62
5141,8.5,2,3,2,90,4.8,Yes,Yes,78,83,Placed,56,63
5142,6.6,0,2,0,79,4.2,Yes,No,62,79,NotPlaced,73,76
5143,7.6,2,1,0,78,3.9,No,No,83,69,Placed,80,82
5144,8.1,1,3,2,90,4.8,Yes,Yes,84,82,Placed,58,65
5145,8.8,1,3,2,90,4.8,Yes,Yes,77,83,Placed,78,80
5146,7.5,0,3,1,84,4.5,No,Yes,77,78,NotPlaced,66,71
5147,7.9,1,3,0,82,4.5,Yes,Yes,76,72,NotPlaced,63,68
5148,6.5,1,1,1,67,4.0,No,Yes,56,65,NotPlaced,61,67
5149,8.7,2,3,2,90,4.8,Yes,Yes,73,84,Placed,76,78
5150,8.4,1,3,1,86,4.5,Yes,Yes,75,82,NotPlaced,69,73
5151,7.4,1,1,0,66,4.4,No,No,55,70,NotPlaced,99,97
5152,8.1,2,3,2,87,3.9,Yes,Yes,57,77,NotPlaced,52,59
5153,6.5,1,2,0,74,3.4,No,No,59,70,NotPlaced,72,76
5154,7.7,1,1,2,85,3.6,No,No,58,72,Placed,57,63
5155,6.5,1,1,0,75,4.1,No,No,55,71,NotPlaced,51,59
5156,7.1,0,1,0,70,3.8,No,Yes,59,62,NotPlaced,64,69
5157,8.1,0,3,2,87,4.2,Yes,Yes,67,84,Placed,67,71
5158,7.8,2,1,2,90,4.7,Yes,No,81,85,Placed,100,100
5159,8.2,1,2,2,78,4.1,Yes,Yes,70,82,NotPlaced,62,67
5160,7.4,1,1,0,72,3.6,No,Yes,63,72,NotPlaced,48,56
5161,8.2,1,1,0,68,4.0,No,Yes,83,64,NotPlaced,69,73
5162,7.8,1,2,2,76,4.4,No,Yes,55,67,NotPlaced,33,45
5163,7.6,2,1,1,63,4.8,No,Yes,78,71,Placed,63,68
5164,7.9,1,2,0,82,4.7,Yes,Yes,79,80,NotPlaced,65,70
5165,6.5,1,3,1,86,4.5,Yes,Yes,82,82,Placed,76,79
5166,6.6,1,3,2,85,4.7,Yes,Yes,77,84,Placed,79,81
5167,7.9,1,3,2,90,3.6,Yes,Yes,70,83,Placed,57,63
5168,8.8,2,3,2,84,4.3,Yes,Yes,82,81,Placed,62,68
5169,8.2,2,3,1,90,4.7,Yes,Yes,79,85,Placed,53,60
5170,7.6,2,1,1,84,4.5,No,No,76,63,NotPlaced,48,56
5171,8.4,2,3,2,90,4.8,Yes,Yes,76,88,Placed,69,73
5172,8.2,1,1,1,78,3.6,No,Yes,60,69,NotPlaced,45,54
5173,7.5,1,2,0,71,4.7,No,Yes,55,72,NotPlaced,58,65
5174,7.7,1,3,3,82,4.4,Yes,Yes,76,84,Placed,50,58
5175,7.6,2,2,0,84,4.1,No,Yes,55,75,NotPlaced,73,76
5176,7.4,1,1,0,77,4.1,No,Yes,55,68,NotPlaced,92,91
5177,7.4,1,1,0,79,4.0,Yes,Yes,67,79,Placed,45,54
5178,7.4,2,3,2,90,4.6,Yes,No,74,87,Placed,37,47
5179,6.5,0,1,1,67,3.1,No,No,61,61,NotPlaced,63,68
5180,7.3,0,2,1,79,4.2,Yes,No,78,69,NotPlaced,65,70
5181,7.7,1,1,0,70,4.8,Yes,Yes,55,73,NotPlaced,68,72
5182,8.2,1,3,2,86,4.6,Yes,No,83,82,Placed,58,64
5183,8.4,2,3,2,90,4.8,Yes,Yes,86,84,Placed,61,67
5184,6.9,1,1,1,90,3.9,No,No,55,67,NotPlaced,70,74
5185,8.1,2,2,2,76,4.3,Yes,Yes,72,87,Placed,80,82
5186,7.7,0,1,0,74,3.7,No,No,65,68,NotPlaced,35,46
5187,6.5,0,3,2,85,4.6,Yes,Yes,81,84,Placed,59,65
5188,7.6,0,3,2,78,4.8,No,Yes,78,79,Placed,68,72
5189,8.1,1,2,0,74,4.2,No,Yes,55,67,NotPlaced,51,58
5190,7.4,0,1,0,80,4.3,Yes,Yes,63,63,NotPlaced,90,90
5191,7.4,0,1,0,80,3.4,No,No,70,70,NotPlaced,55,62
5192,7.4,1,1,0,67,4.1,No,Yes,60,73,NotPlaced,64,69
5193,6.5,1,2,0,70,3.4,No,No,58,72,NotPlaced,73,76
5194,8.1,1,2,1,81,4.7,Yes,Yes,61,84,NotPlaced,56,62
5195,6.5,0,1,2,80,4.1,No,Yes,74,82,NotPlaced,37,47
5196,7.8,1,2,0,84,4.5,No,No,55,62,NotPlaced,58,64
5197,8.3,1,1,2,88,3.8,Yes,Yes,89,68,Placed,80,82
5198,7.7,2,3,3,82,4.5,Yes,Yes,82,81,Placed,59,65
5199,7.5,1,3,0,82,4.8,Yes,Yes,65,80,NotPlaced,52,59
5200,6.5,0,1,0,69,3.6,No,Yes,71,72,NotPlaced,78,81
5201,6.9,1,3,0,85,4.4,Yes,Yes,59,86,Placed,60,66
5202,8.0,0,1,0,83,3.3,No,Yes,58,70,NotPlaced,57,63
5203,7.7,0,1,0,74,3.8,No,No,63,70,NotPlaced,67,71
5204,7.6,1,2,0,81,4.7,Yes,Yes,82,83,NotPlaced,76,79
5205,7.3,1,1,0,66,3.7,No,No,59,68,NotPlaced,100,98
5206,7.4,0,1,0,79,4.0,No,Yes,55,66,NotPlaced,77,79
5207,7.8,2,3,2,82,4.2,Yes,Yes,63,84,Placed,82,83
5208,8.6,1,1,2,73,3.8,Yes,No,64,64,NotPlaced,57,63
5209,6.5,0,1,0,85,3.9,No,No,55,69,NotPlaced,49,57
5210,8.6,1,3,2,86,4.7,Yes,Yes,81,82,Placed,65,70
5211,6.9,2,1,2,84,4.7,Yes,Yes,73,82,NotPlaced,66,71
5212,7.5,1,1,2,84,4.8,Yes,No,83,81,NotPlaced,48,57
5213,7.5,1,1,0,75,4.0,No,Yes,64,66,NotPlaced,62,67
5214,6.5,0,2,1,65,4.4,No,No,60,69,NotPlaced,70,74
5215,7.4,1,2,0,68,4.2,No,Yes,55,60,NotPlaced,70,74
5216,7.5,1,2,1,76,3.8,No,No,55,63,NotPlaced,72,76
5217,7.8,0,1,1,85,4.3,No,No,70,80,Placed,69,73
5218,7.7,0,3,1,82,4.1,No,Yes,82,88,Placed,57,63
5219,8.5,2,2,1,83,4.3,Yes,No,55,80,NotPlaced,57,63
5220,7.4,2,2,0,84,4.3,No,Yes,79,82,NotPlaced,47,55
5221,8.0,1,1,1,70,4.6,No,Yes,58,63,NotPlaced,91,91
5222,7.5,1,1,1,68,4.3,No,No,55,67,NotPlaced,65,70
5223,6.6,0,1,1,75,3.2,No,No,62,68,NotPlaced,61,67
5224,7.7,0,2,0,76,3.7,No,Yes,58,67,NotPlaced,51,58
5225,8.9,2,3,2,86,4.8,Yes,Yes,79,87,Placed,100,100
5226,8.3,1,3,2,82,4.7,Yes,Yes,66,68,Placed,48,57
5227,7.2,1,1,0,71,4.3,No,No,62,72,NotPlaced,58,64
5228,8.2,2,3,2,90,4.8,Yes,Yes,70,84,Placed,71,74
5229,7.1,1,1,1,72,3.2,No,No,58,64,NotPlaced,74,77
5230,6.9,0,1,0,77,3.7,No,Yes,55,66,NotPlaced,79,81
5231,7.7,1,1,1,84,4.2,Yes,Yes,55,84,NotPlaced,92,91
5232,8.6,0,3,2,81,4.8,Yes,Yes,82,84,Placed,72,76
5233,7.4,1,1,1,68,4.1,Yes,Yes,55,67,NotPlaced,49,57
5234,8.4,2,1,0,90,4.8,Yes,Yes,63,82,NotPlaced,61,66
5235,8.3,1,3,2,87,4.7,Yes,Yes,80,85,Placed,69,73
5236,7.4,1,3,0,81,3.7,Yes,Yes,69,74,NotPlaced,96,94
5237,8.4,1,1,2,80,4.8,No,No,71,65,Placed,44,53
5238,7.7,0,1,2,86,4.5,Yes,Yes,64,68,NotPlaced,83,84
5239,6.6,1,1,1,66,4.2,No,Yes,58,68,NotPlaced,67,72
5240,7.5,0,2,0,88,4.2,No,No,55,64,Placed,77,80
5241,8.6,1,1,3,71,3.9,Yes,No,62,66,Placed,63,68
5242,8.4,1,3,0,90,4.6,Yes,Yes,78,87,Placed,52,59
5243,8.6,2,3,2,80,4.4,Yes,Yes,81,69,Placed,76,79
5244,8.8,1,3,2,88,4.7,Yes,Yes,75,84,Placed,74,77
5245,8.6,1,1,0,69,4.7,No,Yes,58,72,NotPlaced,79,81
5246,8.4,0,2,3,84,4.4,Yes,Yes,55,82,Placed,64,69
5247,7.3,0,1,0,72,4.0,No,No,55,72,NotPlaced,56,62
5248,7.5,0,1,0,68,3.6,No,No,59,63,NotPlaced,41,51
5249,8.4,1,1,1,84,4.2,Yes,No,73,74,NotPlaced,77,79
5250,8.1,1,2,1,75,4.2,Yes,No,76,69,NotPlaced,71,75
5251,8.3,0,2,2,83,4.3,Yes,Yes,70,83,Placed,50,58
5252,6.9,1,1,1,67,3.9,No,Yes,62,66,NotPlaced,56,63
5253,8.1,0,2,1,75,4.1,No,Yes,55,69,Placed,57,64
5254,7.5,0,1,0,66,3.7,No,Yes,61,66,NotPlaced,42,52
5255,7.4,0,1,0,61,3.7,No,Yes,57,63,NotPlaced,52,60
5256,7.8,1,3,3,84,3.9,Yes,Yes,64,72,NotPlaced,47,56
5257,8.2,2,2,0,88,4.1,Yes,Yes,63,77,NotPlaced,58,65
5258,6.5,1,1,0,81,4.2,No,Yes,67,65,NotPlaced,53,61
5259,7.8,0,2,0,83,4.8,No,No,62,68,NotPlaced,40,50
5260,8.3,0,2,1,80,3.9,Yes,Yes,57,69,NotPlaced,95,94
5261,7.4,1,2,2,78,4.5,No,Yes,55,75,NotPlaced,83,85
5262,7.5,1,2,1,67,3.8,No,Yes,55,68,NotPlaced,53,60
5263,6.5,1,1,1,64,4.1,No,Yes,59,76,NotPlaced,69,73
5264,6.6,1,2,0,77,4.1,No,Yes,72,69,NotPlaced,71,75
5265,7.7,1,2,0,81,3.9,Yes,Yes,75,77,NotPlaced,82,84
5266,8.3,2,3,2,90,4.8,Yes,Yes,77,83,Placed,52,60
5267,6.7,1,1,0,67,4.2,No,No,58,66,NotPlaced,81,83
5268,8.2,2,3,2,90,4.8,Yes,Yes,83,87,Placed,56,63
5269,7.6,1,1,1,74,4.4,Yes,No,55,83,NotPlaced,44,53
5270,8.8,2,3,2,84,4.8,Yes,Yes,78,81,Placed,75,78
5271,6.9,1,3,0,90,3.8,Yes,Yes,80,78,Placed,84,85
5272,8.6,0,1,1,88,4.2,Yes,Yes,81,67,NotPlaced,100,100
5273,8.4,1,3,0,78,3.7,No,Yes,73,85,Placed,47,55
5274,6.5,1,1,0,76,4.5,Yes,Yes,55,65,Placed,75,78
5275,6.8,1,2,0,71,4.3,Yes,Yes,60,59,NotPlaced,58,65
5276,8.1,0,3,2,73,4.2,Yes,Yes,88,87,Placed,76,79
5277,8.2,1,1,1,81,4.8,No,Yes,60,60,Placed,42,52
5278,7.4,1,2,1,68,4.2,Yes,Yes,72,66,NotPlaced,46,54
5279,6.5,1,2,0,86,4.4,Yes,Yes,66,69,Placed,53,60
5280,7.5,1,3,3,89,4.4,Yes,Yes,85,85,Placed,66,70
5281,8.4,1,2,0,81,4.1,No,Yes,81,71,Placed,55,62
5282,8.0,2,3,2,90,4.8,Yes,Yes,77,83,Placed,74,77
5283,8.1,1,3,0,88,4.5,Yes,Yes,78,83,Placed,80,82
5284,8.2,1,1,2,87,4.3,Yes,No,69,86,NotPlaced,73,77
5285,7.5,1,1,1,61,4.4,No,Yes,55,71,NotPlaced,89,89
5286,6.5,1,1,0,77,4.1,No,No,59,57,NotPlaced,71,74
5287,6.5,1,1,0,71,3.6,No,No,55,65,NotPlaced,46,55
5288,7.9,0,3,0,90,4.4,Yes,No,75,86,Placed,85,86
5289,7.8,1,1,0,61,4.1,No,No,57,67,NotPlaced,55,62
5290,7.3,2,3,0,90,4.4,No,Yes,55,85,Placed,78,80
5291,7.6,1,2,1,81,4.8,Yes,Yes,80,79,NotPlaced,88,88
5292,8.1,2,3,2,90,4.8,Yes,Yes,79,83,Placed,71,75
5293,6.9,1,1,0,77,3.4,No,No,60,65,NotPlaced,42,52
5294,8.4,0,3,2,90,4.8,Yes,Yes,88,84,Placed,51,58
5295,6.7,1,1,0,70,3.9,No,Yes,56,67,NotPlaced,84,85
5296,7.8,1,3,1,80,4.8,Yes,No,61,81,NotPlaced,62,67
5297,8.2,0,3,2,84,4.0,Yes,Yes,80,86,Placed,66,70
5298,8.3,2,3,0,82,4.6,Yes,Yes,80,67,Placed,76,79
5299,8.1,1,3,0,80,4.7,Yes,Yes,79,84,Placed,75,78
5300,6.6,1,1,0,71,4.5,Yes,Yes,64,70,Placed,69,73
5301,6.5,1,3,0,86,4.3,Yes,Yes,76,87,NotPlaced,61,67
5302,7.7,1,2,2,79,4.8,Yes,Yes,82,82,NotPlaced,60,66
5303,8.2,2,1,0,82,4.6,Yes,Yes,74,82,Placed,77,80
5304,7.6,2,2,0,73,4.4,Yes,Yes,83,87,Placed,73,76
5305,7.6,1,2,0,89,4.5,Yes,Yes,71,82,NotPlaced,61,66
5306,8.2,2,3,2,90,4.8,Yes,Yes,77,85,Placed,81,82
5307,6.5,0,2,0,87,3.3,No,No,60,67,NotPlaced,63,68
5308,7.4,1,1,1,68,4.3,Yes,No,60,69,Placed,52,59
5309,7.7,2,3,0,81,4.8,Yes,Yes,81,83,NotPlaced,53,60
5310,8.0,1,1,0,83,4.7,No,No,55,66,NotPlaced,50,58
5311,7.5,2,1,0,74,4.6,No,No,55,63,NotPlaced,60,66
5312,7.7,1,2,0,90,4.8,No,Yes,64,69,Placed,83,84
5313,7.9,2,3,1,89,4.8,Yes,Yes,90,86,Placed,52,60
5314,8.4,2,3,2,83,4.5,Yes,Yes,74,86,Placed,67,72
5315,7.6,1,3,2,84,4.6,Yes,Yes,78,79,NotPlaced,55,62
5316,6.9,1,2,1,68,4.5,Yes,Yes,56,65,NotPlaced,61,66
5317,8.6,2,1,2,69,3.8,Yes,Yes,74,81,Placed,42,51
5318,7.9,1,3,2,66,4.1,No,No,55,58,NotPlaced,61,67
5319,7.1,1,2,0,80,3.5,No,No,55,66,NotPlaced,62,67
5320,8.2,2,2,2,88,4.2,Yes,Yes,80,86,NotPlaced,73,76
5321,7.9,1,2,0,90,4.8,No,Yes,75,85,NotPlaced,68,72
5322,6.6,1,2,0,73,4.3,Yes,No,58,66,NotPlaced,47,55
5323,7.6,1,1,0,77,4.2,Yes,Yes,68,86,NotPlaced,81,83
5324,8.7,1,3,3,89,4.8,Yes,Yes,74,83,NotPlaced,68,72
5325,8.1,2,3,2,90,4.8,Yes,Yes,75,88,Placed,67,72
5326,8.1,2,3,2,86,4.5,Yes,Yes,80,86,NotPlaced,64,69
5327,7.9,0,2,1,87,4.4,No,No,71,70,NotPlaced,57,63
5328,8.6,0,3,2,75,4.0,Yes,Yes,78,84,Placed,68,72
5329,6.8,1,1,1,60,3.6,No,Yes,55,68,NotPlaced,72,75
5330,8.3,1,1,1,77,3.6,No,Yes,55,67,NotPlaced,38,49
5331,8.6,2,3,2,90,4.7,Yes,Yes,84,87,Placed,56,63
5332,7.6,1,3,0,80,4.6,No,Yes,60,73,Placed,61,66
5333,8.4,2,3,2,90,4.8,Yes,Yes,76,86,Placed,68,73
5334,7.5,0,1,2,73,3.9,No,Yes,55,67,Placed,82,84
5335,8.6,2,3,3,78,4.7,Yes,Yes,75,83,Placed,53,60
5336,7.4,1,1,0,60,3.7,No,No,63,64,NotPlaced,57,64
5337,8.0,1,3,0,77,4.7,Yes,Yes,60,85,Placed,57,63
5338,8.0,2,3,2,90,4.8,Yes,Yes,77,87,Placed,52,60
5339,6.7,0,1,2,69,4.4,Yes,No,81,59,NotPlaced,59,65
5340,7.5,1,1,1,68,4.6,Yes,Yes,59,65,NotPlaced,76,79
5341,6.7,1,2,2,76,3.8,No,Yes,61,61,NotPlaced,49,57
5342,7.7,1,1,1,73,3.7,No,Yes,58,64,NotPlaced,71,75
5343,7.5,0,1,1,78,3.5,No,Yes,55,78,NotPlaced,39,49
5344,7.6,1,1,0,71,4.1,No,Yes,60,69,NotPlaced,56,63
5345,8.5,1,3,0,86,4.5,Yes,No,79,78,Placed,60,66
5346,6.5,1,1,0,79,4.0,No,No,55,70,NotPlaced,90,90
5347,7.4,1,1,0,80,4.8,No,Yes,64,73,NotPlaced,60,66
5348,7.4,0,2,0,75,3.5,No,Yes,55,71,NotPlaced,31,43
5349,8.5,1,3,1,84,4.3,Yes,Yes,55,66,NotPlaced,35,46
5350,7.7,1,1,0,71,3.5,No,Yes,59,64,NotPlaced,65,70
5351,8.0,1,3,2,87,4.6,Yes,No,83,82,Placed,74,77
